Production Date,Units Produced,Operational Costs,Equipment Downtime
2019-10-17,113,3138,1
2019-10-18,114,1729,3
2019-10-19,107,4697,1
2019-10-20,141,4874,3
2019-10-21,50,3710,1
2019-10-22,152,1882,0
2019-10-23,142,4287,0
2019-10-24,88,4741,0
2019-10-25,160,3907,1
2019-10-26,133,1859,2
2019-10-27,60,2544,0
2019-10-28,69,4540,0
2019-10-29,73,4720,0
2019-10-30,178,2387,1
2019-10-31,165,2277,0
2019-11-01,165,4104,3
2019-11-02,69,4944,2
2019-11-03,80,3487,2
2019-11-04,185,3293,2
2019-11-05,57,1076,2
2019-11-06,183,1971,2
2019-11-07,139,3542,3
2019-11-08,176,1623,0
2019-11-09,128,1744,2
2019-11-10,75,2947,3
2019-11-11,175,3253,0
2019-11-12,61,1274,0
2019-11-13,144,1468,3
2019-11-14,123,3692,1
2019-11-15,65,4153,3
2019-11-16,94,3515,2
2019-11-17,53,4771,1
2019-11-18,156,3128,1
2019-11-19,195,4624,1
2019-11-20,95,2154,2
2019-11-21,185,3464,1
2019-11-22,192,1325,1
2019-11-23,187,3377,3
2019-11-24,189,4185,2
2019-11-25,154,1117,1
2019-11-26,50,2096,0
2019-11-27,110,3561,1
2019-11-28,76,1282,2
2019-11-29,142,4976,0
2019-11-30,146,4449,3
2019-12-01,149,2387,0
2019-12-02,99,2764,1
2019-12-03,181,4611,0
2019-12-04,164,3776,1
2019-12-05,74,1199,3
2019-12-06,140,2088,3
2019-12-07,74,4599,2
2019-12-08,70,3462,3
2019-12-09,59,3276,3
2019-12-10,172,4155,0
2019-12-11,136,2321,0
2019-12-12,150,1362,3
2019-12-13,167,4094,1
2019-12-14,195,2436,1
2019-12-15,78,1358,2
2019-12-16,89,1270,3
2019-12-17,177,1653,3
2019-12-18,105,4199,0
2019-12-19,124,2723,1
2019-12-20,165,1239,0
2019-12-21,73,2536,0
2019-12-22,173,2542,2
2019-12-23,83,4666,0
2019-12-24,175,3492,2
2019-12-25,145,1378,2
2019-12-26,57,4881,3
2019-12-27,191,3065,2
2019-12-28,101,2097,3
2019-12-29,156,4408,0
2019-12-30,134,3786,2
2019-12-31,63,1420,3
2020-01-01,126,4875,1
2020-01-02,114,2930,1
2020-01-03,88,4472,2
2020-01-04,188,2744,0
2020-01-05,104,1964,3
2020-01-06,165,1674,2
2020-01-07,182,3573,0
2020-01-08,111,2591,0
2020-01-09,69,1548,0
2020-01-10,67,3244,1
2020-01-11,196,1932,3
2020-01-12,93,3959,0
2020-01-13,79,1176,1
2020-01-14,177,3536,3
2020-01-15,67,3968,0
2020-01-16,66,1013,1
2020-01-17,187,4304,1
2020-01-18,80,3903,0
2020-01-19,119,2928,1
2020-01-20,110,1601,0
2020-01-21,168,4265,0
2020-01-22,174,4237,0
2020-01-23,89,1808,2
2020-01-24,103,1248,3
2020-01-25,194,3820,3
2020-01-26,84,1489,1
2020-01-27,105,2087,3
2020-01-28,58,3019,2
2020-01-29,164,3656,3
2020-01-30,171,4524,1
2020-01-31,169,2733,0
2020-02-01,155,4240,3
2020-02-02,147,1593,0
2020-02-03,93,2878,0
2020-02-04,113,2125,0
2020-02-05,90,2475,0
2020-02-06,129,2494,0
2020-02-07,154,3148,3
2020-02-08,122,4701,2
2020-02-09,198,3649,2
2020-02-10,187,4779,1
2020-02-11,189,4705,1
2020-02-12,85,3141,1
2020-02-13,67,4741,3
2020-02-14,104,4119,0
2020-02-15,189,2344,1
2020-02-16,69,2551,2
2020-02-17,149,2666,3
2020-02-18,63,3617,1
2020-02-19,86,1914,0
2020-02-20,58,1191,3
2020-02-21,159,3060,1
2020-02-22,100,3206,1
2020-02-23,66,1065,3
2020-02-24,54,2295,3
2020-02-25,197,4296,2
2020-02-26,112,3737,0
2020-02-27,168,2981,2
2020-02-28,158,1240,2
2020-02-29,136,1216,2
2020-03-01,138,1232,0
2020-03-02,95,1274,3
2020-03-03,191,3353,2
2020-03-04,191,2608,1
2020-03-05,123,2138,1
2020-03-06,137,2748,1
2020-03-07,85,4503,3
2020-03-08,81,2577,2
2020-03-09,176,4887,1
2020-03-10,155,3631,0
2020-03-11,55,2488,0
2020-03-12,59,2925,0
2020-03-13,147,2928,2
2020-03-14,57,1142,3
2020-03-15,92,4018,1
2020-03-16,188,1151,1
2020-03-17,148,3170,0
2020-03-18,94,4644,0
2020-03-19,60,3890,0
2020-03-20,158,4669,2
2020-03-21,119,4104,0
2020-03-22,111,1488,0
2020-03-23,141,1372,2
2020-03-24,141,4406,3
2020-03-25,80,4035,0
2020-03-26,125,1157,1
2020-03-27,170,4707,0
2020-03-28,60,4324,1
2020-03-29,131,1826,2
2020-03-30,130,3409,1
2020-03-31,163,1090,3
2020-04-01,121,2544,3
2020-04-02,147,1262,3
2020-04-03,131,3421,1
2020-04-04,184,1767,0
2020-04-05,83,4463,2
2020-04-06,51,1976,3
2020-04-07,115,2269,0
2020-04-08,70,3229,1
2020-04-09,118,1737,0
2020-04-10,194,2760,1
2020-04-11,192,2038,0
2020-04-12,77,1923,0
2020-04-13,50,4770,1
2020-04-14,64,3569,3
2020-04-15,135,2794,0
2020-04-16,199,2626,3
2020-04-17,109,1952,1
2020-04-18,78,3718,0
2020-04-19,57,2202,0
2020-04-20,143,4030,2
2020-04-21,82,3397,1
2020-04-22,156,3051,0
2020-04-23,183,4623,3
2020-04-24,108,3295,2
2020-04-25,106,1020,2
2020-04-26,172,1568,0
2020-04-27,130,3390,0
2020-04-28,173,2499,3
2020-04-29,153,1316,0
2020-04-30,74,3432,2
2020-05-01,88,4931,1
2020-05-02,171,1094,1
2020-05-03,161,4402,1
2020-05-04,152,1433,3
2020-05-05,57,2642,3
2020-05-06,127,4791,0
2020-05-07,170,4476,2
2020-05-08,170,4999,0
2020-05-09,92,1458,3
2020-05-10,113,3648,1
2020-05-11,191,1238,2
2020-05-12,81,3978,3
2020-05-13,141,4733,1
2020-05-14,175,3901,1
2020-05-15,107,1932,2
2020-05-16,157,4901,1
2020-05-17,150,4325,2
2020-05-18,191,2813,3
2020-05-19,89,3125,2
2020-05-20,101,4182,0
2020-05-21,106,4117,0
2020-05-22,173,2974,2
2020-05-23,182,2343,0
2020-05-24,112,3041,3
2020-05-25,155,3538,0
2020-05-26,125,3251,1
2020-05-27,144,4254,1
2020-05-28,153,3198,0
2020-05-29,179,3152,3
2020-05-30,89,1741,0
2020-05-31,169,2980,0
2020-06-01,190,1281,0
2020-06-02,195,2699,2
2020-06-03,88,1046,0
2020-06-04,157,3790,3
2020-06-05,128,2171,0
2020-06-06,100,2249,2
2020-06-07,71,2226,2
2020-06-08,130,4005,3
2020-06-09,190,4173,1
2020-06-10,92,3538,0
2020-06-11,181,4187,3
2020-06-12,81,4258,3
2020-06-13,158,3797,0
2020-06-14,142,1847,3
2020-06-15,162,2946,3
2020-06-16,181,4760,0
2020-06-17,139,2507,2
2020-06-18,59,4544,2
2020-06-19,155,3967,0
2020-06-20,72,4084,2
2020-06-21,125,2046,0
2020-06-22,84,1216,1
2020-06-23,75,3306,2
2020-06-24,86,3131,3
2020-06-25,146,1405,3
2020-06-26,53,2819,1
2020-06-27,93,3520,3
2020-06-28,84,1672,3
2020-06-29,191,3729,2
2020-06-30,156,4912,0
2020-07-01,115,1433,1
2020-07-02,71,2827,0
2020-07-03,93,4835,2
2020-07-04,176,3736,2
2020-07-05,186,1672,1
2020-07-06,137,3971,1
2020-07-07,111,4011,2
2020-07-08,190,2027,1
2020-07-09,179,1614,2
2020-07-10,82,2988,2
2020-07-11,158,1481,3
2020-07-12,186,3192,0
2020-07-13,127,3885,0
2020-07-14,191,4837,3
2020-07-15,142,2001,1
2020-07-16,111,4145,0
2020-07-17,69,3980,0
2020-07-18,196,4808,1
2020-07-19,175,3278,0
2020-07-20,128,3148,3
2020-07-21,121,4229,0
2020-07-22,132,1518,3
2020-07-23,144,4808,0
2020-07-24,183,4964,1
2020-07-25,112,4635,3
2020-07-26,164,1071,2
2020-07-27,129,1067,3
2020-07-28,192,2197,1
2020-07-29,51,2729,0
2020-07-30,171,4634,3
2020-07-31,99,2783,3
2020-08-01,173,3558,2
2020-08-02,110,1412,0
2020-08-03,51,2983,1
2020-08-04,170,4119,2
2020-08-05,152,2739,1
2020-08-06,143,2896,0
2020-08-07,72,4145,1
2020-08-08,175,4625,3
2020-08-09,182,3287,0
2020-08-10,85,4275,2
2020-08-11,169,1139,2
2020-08-12,169,1557,2
2020-08-13,164,4533,0
2020-08-14,91,3376,3
2020-08-15,118,3791,3
2020-08-16,165,4790,1
2020-08-17,150,3394,0
2020-08-18,96,3545,0
2020-08-19,163,3563,2
2020-08-20,182,4237,2
2020-08-21,116,2952,2
2020-08-22,77,4142,0
2020-08-23,151,4888,1
2020-08-24,76,3913,3
2020-08-25,56,1377,1
2020-08-26,122,1367,0
2020-08-27,80,3997,1
2020-08-28,141,2417,0
2020-08-29,179,2746,3
2020-08-30,88,1855,2
2020-08-31,125,4951,0
2020-09-01,97,4130,0
2020-09-02,185,3560,2
2020-09-03,98,3345,1
2020-09-04,95,4409,2
2020-09-05,147,4715,0
2020-09-06,88,1506,0
2020-09-07,183,1874,0
2020-09-08,68,4090,0
2020-09-09,61,1048,3
2020-09-10,162,4980,2
2020-09-11,102,3559,0
2020-09-12,173,2875,1
2020-09-13,195,2850,2
2020-09-14,66,4374,2
2020-09-15,93,1285,1
2020-09-16,112,3674,2
2020-09-17,170,4662,0
2020-09-18,51,2081,1
2020-09-19,74,2059,3
2020-09-20,115,1175,0
2020-09-21,97,2954,0
2020-09-22,179,2110,0
2020-09-23,104,2049,1
2020-09-24,90,1690,1
2020-09-25,64,2761,0
2020-09-26,113,1974,0
2020-09-27,94,1418,0
2020-09-28,164,4179,2
2020-09-29,56,3912,2
2020-09-30,152,2844,1
2020-10-01,87,3266,2
2020-10-02,58,2357,0
2020-10-03,72,3727,2
2020-10-04,73,3949,0
2020-10-05,133,4299,2
2020-10-06,151,1915,1
2020-10-07,75,3152,1
2020-10-08,190,2695,0
2020-10-09,170,3246,2
2020-10-10,179,4896,0
2020-10-11,117,1496,1
2020-10-12,131,3838,0
2020-10-13,196,1400,1
2020-10-14,123,3398,1
2020-10-15,166,2744,0
2020-10-16,63,3500,1
2020-10-17,64,4272,3
2020-10-18,179,4562,1
2020-10-19,128,1165,3
2020-10-20,156,4117,3
2020-10-21,188,3991,3
2020-10-22,171,2895,2
2020-10-23,157,4101,3
2020-10-24,109,3018,0
2020-10-25,101,2146,2
2020-10-26,62,4186,3
2020-10-27,137,3257,3
2020-10-28,174,1963,2
2020-10-29,127,4411,2
2020-10-30,191,4830,0
2020-10-31,59,1048,3
2020-11-01,104,1292,1
2020-11-02,164,2540,2
2020-11-03,114,2443,0
2020-11-04,131,2217,1
2020-11-05,94,3782,2
2020-11-06,51,4794,2
2020-11-07,56,1787,1
2020-11-08,50,1781,3
2020-11-09,168,2091,3
2020-11-10,134,2327,0
2020-11-11,123,2004,0
2020-11-12,126,3988,0
2020-11-13,103,4542,0
2020-11-14,101,3338,1
2020-11-15,120,4689,0
2020-11-16,77,4888,0
2020-11-17,197,3313,0
2020-11-18,62,1154,0
2020-11-19,171,2773,3
2020-11-20,52,4471,3
2020-11-21,97,2308,0
2020-11-22,122,3366,3
2020-11-23,158,1337,2
2020-11-24,172,2865,0
2020-11-25,54,2901,3
2020-11-26,75,2516,1
2020-11-27,137,1818,0
2020-11-28,109,3074,0
2020-11-29,90,3779,3
2020-11-30,110,2988,2
2020-12-01,59,2997,0
2020-12-02,121,3623,1
2020-12-03,110,1271,2
2020-12-04,187,4003,0
2020-12-05,191,2414,1
2020-12-06,79,1452,3
2020-12-07,136,1374,0
2020-12-08,135,4524,1
2020-12-09,145,1584,3
2020-12-10,129,1998,2
2020-12-11,115,1992,0
2020-12-12,121,4729,3
2020-12-13,160,4346,2
2020-12-14,130,2734,0
2020-12-15,64,3205,3
2020-12-16,198,1272,3
2020-12-17,148,3150,0
2020-12-18,78,3560,3
2020-12-19,143,2603,1
2020-12-20,67,3067,2
2020-12-21,168,4554,0
2020-12-22,145,2291,2
2020-12-23,98,1255,3
2020-12-24,100,4068,0
2020-12-25,89,2486,2
2020-12-26,169,4036,1
2020-12-27,187,3368,2
2020-12-28,65,1800,3
2020-12-29,176,1433,1
2020-12-30,93,2236,0
2020-12-31,54,3914,0
2021-01-01,79,3369,3
2021-01-02,90,3453,2
2021-01-03,193,4710,1
2021-01-04,78,4653,1
2021-01-05,128,3278,1
2021-01-06,139,2312,2
2021-01-07,154,2431,2
2021-01-08,164,4289,0
2021-01-09,144,2959,2
2021-01-10,83,2306,2
2021-01-11,54,3267,0
2021-01-12,118,1625,2
2021-01-13,182,1326,0
2021-01-14,65,2784,0
2021-01-15,89,3377,3
2021-01-16,51,2184,3
2021-01-17,66,1216,0
2021-01-18,54,4344,1
2021-01-19,74,3137,1
2021-01-20,171,2053,2
2021-01-21,166,1733,3
2021-01-22,106,3144,1
2021-01-23,56,2363,2
2021-01-24,105,3663,2
2021-01-25,80,2672,0
2021-01-26,63,2666,2
2021-01-27,67,3338,3
2021-01-28,114,3781,3
2021-01-29,130,2034,0
2021-01-30,132,3264,0
2021-01-31,53,4585,0
2021-02-01,121,4485,3
2021-02-02,82,2150,1
2021-02-03,146,3152,2
2021-02-04,61,3611,3
2021-02-05,198,3018,0
2021-02-06,104,1033,0
2021-02-07,105,4742,1
2021-02-08,148,1165,3
2021-02-09,120,3839,3
2021-02-10,140,3442,0
2021-02-11,67,4048,1
2021-02-12,128,4103,2
2021-02-13,156,4545,3
2021-02-14,198,1555,2
2021-02-15,146,4153,3
2021-02-16,153,4379,2
2021-02-17,166,4320,3
2021-02-18,61,1630,3
2021-02-19,99,2439,3
2021-02-20,154,1485,1
2021-02-21,127,2991,2
2021-02-22,191,1586,0
2021-02-23,77,4850,1
2021-02-24,51,2804,2
2021-02-25,77,3053,3
2021-02-26,169,4746,3
2021-02-27,178,1773,3
2021-02-28,61,2702,2
2021-03-01,189,4141,1
2021-03-02,65,1811,0
2021-03-03,79,2318,1
2021-03-04,131,3419,2
2021-03-05,136,2509,0
2021-03-06,88,4410,2
2021-03-07,79,2163,3
2021-03-08,72,1376,0
2021-03-09,152,3907,2
2021-03-10,94,2577,0
2021-03-11,130,1748,1
2021-03-12,181,4231,0
2021-03-13,119,4378,3
2021-03-14,144,4514,3
2021-03-15,152,4604,0
2021-03-16,174,1170,0
2021-03-17,163,3266,1
2021-03-18,70,2410,3
2021-03-19,188,2784,0
2021-03-20,172,2619,3
2021-03-21,126,1762,0
2021-03-22,54,1463,1
2021-03-23,194,4591,0
2021-03-24,173,3656,3
2021-03-25,96,3615,3
2021-03-26,186,3874,3
2021-03-27,56,3848,1
2021-03-28,132,3762,1
2021-03-29,171,2336,0
2021-03-30,139,2083,2
2021-03-31,184,3370,0
2021-04-01,184,3953,0
2021-04-02,116,3882,1
2021-04-03,81,2124,3
2021-04-04,159,4884,2
2021-04-05,119,3053,3
2021-04-06,82,2658,2
2021-04-07,181,2746,1
2021-04-08,183,2025,3
2021-04-09,153,4625,3
2021-04-10,150,1896,0
2021-04-11,185,3693,3
2021-04-12,82,4471,1
2021-04-13,176,2481,2
2021-04-14,183,3259,3
2021-04-15,168,2324,1
2021-04-16,96,4830,2
2021-04-17,171,4610,2
2021-04-18,141,1352,3
2021-04-19,184,3812,2
2021-04-20,193,4253,3
2021-04-21,114,1713,1
2021-04-22,55,3093,0
2021-04-23,51,2025,2
2021-04-24,114,2121,0
2021-04-25,196,2349,1
2021-04-26,157,4027,3
2021-04-27,80,3588,0
2021-04-28,52,1763,3
2021-04-29,175,4029,1
2021-04-30,130,1142,3
2021-05-01,179,2740,2
2021-05-02,78,1385,2
2021-05-03,197,4958,0
2021-05-04,109,2503,2
2021-05-05,174,3906,2
2021-05-06,197,2955,0
2021-05-07,160,4732,0
2021-05-08,192,4178,0
2021-05-09,108,3319,3
2021-05-10,56,3770,0
2021-05-11,197,3277,2
2021-05-12,128,1485,0
2021-05-13,104,1942,2
2021-05-14,90,3348,3
2021-05-15,61,3041,3
2021-05-16,67,2780,1
2021-05-17,197,3856,3
2021-05-18,73,2136,3
2021-05-19,101,4294,3
2021-05-20,72,3680,0
2021-05-21,182,3811,2
2021-05-22,197,1731,3
2021-05-23,79,3449,0
2021-05-24,89,4917,2
2021-05-25,90,2014,3
2021-05-26,178,4629,0
2021-05-27,150,3847,0
2021-05-28,170,3059,1
2021-05-29,120,4537,0
2021-05-30,195,1678,1
2021-05-31,55,2194,2
2021-06-01,156,2921,2
2021-06-02,132,1088,0
2021-06-03,166,1065,2
2021-06-04,83,1579,0
2021-06-05,138,2934,2
2021-06-06,137,3739,1
2021-06-07,178,4657,1
2021-06-08,64,3706,1
2021-06-09,99,1118,0
2021-06-10,199,4583,1
2021-06-11,64,3448,2
2021-06-12,110,2535,2
2021-06-13,79,4563,1
2021-06-14,65,1400,2
2021-06-15,74,4634,1
2021-06-16,121,2490,0
2021-06-17,80,1397,3
2021-06-18,92,3284,1
2021-06-19,163,3436,3
2021-06-20,120,2742,1
2021-06-21,172,1604,3
2021-06-22,136,2634,2
2021-06-23,160,1962,2
2021-06-24,61,2183,0
2021-06-25,63,4141,2
2021-06-26,97,1791,1
2021-06-27,88,4856,1
2021-06-28,141,3257,0
2021-06-29,65,4120,1
2021-06-30,155,3240,1
2021-07-01,71,4796,2
2021-07-02,121,2730,3
2021-07-03,92,4982,1
2021-07-04,107,2943,3
2021-07-05,169,1611,3
2021-07-06,173,4076,0
2021-07-07,90,4080,1
2021-07-08,121,1766,1
2021-07-09,68,1004,3
2021-07-10,108,2522,3
2021-07-11,50,3547,1
2021-07-12,183,3134,0
2021-07-13,175,4238,1
2021-07-14,55,2300,1
2021-07-15,136,4639,3
2021-07-16,93,4112,2
2021-07-17,127,3750,3
2021-07-18,155,1717,1
2021-07-19,193,2919,3
2021-07-20,50,1632,3
2021-07-21,110,1601,2
2021-07-22,65,2575,0
2021-07-23,158,1498,1
2021-07-24,61,4240,1
2021-07-25,96,2591,2
2021-07-26,76,3186,2
2021-07-27,112,1340,1
2021-07-28,169,1887,2
2021-07-29,79,2394,1
2021-07-30,198,4765,0
2021-07-31,123,3337,3
2021-08-01,60,2571,2
2021-08-02,169,1824,1
2021-08-03,132,1217,1
2021-08-04,170,1306,3
2021-08-05,168,3803,1
2021-08-06,180,3566,1
2021-08-07,105,2425,0
2021-08-08,105,3705,0
2021-08-09,54,3410,0
2021-08-10,125,3952,0
2021-08-11,90,4025,1
2021-08-12,51,4247,1
2021-08-13,171,4390,2
2021-08-14,149,1746,0
2021-08-15,119,1458,0
2021-08-16,59,3138,3
2021-08-17,75,3843,1
2021-08-18,138,1201,2
2021-08-19,162,1538,0
2021-08-20,155,2639,0
2021-08-21,114,3806,0
2021-08-22,161,3177,0
2021-08-23,169,2127,1
2021-08-24,172,1628,2
2021-08-25,151,1076,1
2021-08-26,114,2196,1
2021-08-27,68,2355,0
2021-08-28,179,2926,3
2021-08-29,119,4586,0
2021-08-30,155,3830,2
2021-08-31,191,4239,3
2021-09-01,53,2754,1
2021-09-02,149,1326,3
2021-09-03,131,1192,1
2021-09-04,160,4669,3
2021-09-05,106,4925,3
2021-09-06,117,2678,2
2021-09-07,157,3513,2
2021-09-08,64,2555,0
2021-09-09,131,1698,0
2021-09-10,152,1922,2
2021-09-11,75,2903,2
2021-09-12,89,4295,1
2021-09-13,112,3613,1
2021-09-14,62,4790,2
2021-09-15,82,3344,0
2021-09-16,56,1902,1
2021-09-17,197,4419,0
2021-09-18,100,3349,2
2021-09-19,140,4149,2
2021-09-20,77,3432,2
2021-09-21,103,4302,1
2021-09-22,140,1549,3
2021-09-23,92,3509,2
2021-09-24,173,1993,2
2021-09-25,123,2577,1
2021-09-26,62,3376,0
2021-09-27,66,1337,3
2021-09-28,124,4815,3
2021-09-29,82,4445,3
2021-09-30,119,1975,3
2021-10-01,64,4592,1
2021-10-02,112,4266,1
2021-10-03,112,2471,3
2021-10-04,174,3963,0
2021-10-05,80,2439,2
2021-10-06,189,2285,0
2021-10-07,110,2911,2
2021-10-08,175,3262,1
2021-10-09,77,1837,0
2021-10-10,135,1588,1
2021-10-11,151,4731,3
2021-10-12,175,3536,2
2021-10-13,160,1213,2
2021-10-14,144,1898,2
2021-10-15,151,3511,2
2021-10-16,73,2421,3
2021-10-17,71,1307,2
2021-10-18,177,1220,1
2021-10-19,77,2606,0
2021-10-20,77,1845,0
2021-10-21,131,1046,2
2021-10-22,103,3521,2
2021-10-23,147,1852,3
2021-10-24,54,3309,0
2021-10-25,64,3506,2
2021-10-26,172,1662,3
2021-10-27,57,2872,2
2021-10-28,60,2891,0
2021-10-29,121,1468,2
2021-10-30,107,1465,3
2021-10-31,171,2014,1
2021-11-01,154,2212,0
2021-11-02,64,4563,2
2021-11-03,97,1054,3
2021-11-04,66,4529,0
2021-11-05,80,2793,3
2021-11-06,155,4934,1
2021-11-07,100,4419,2
2021-11-08,76,4728,2
2021-11-09,116,2520,0
2021-11-10,96,1214,2
2021-11-11,66,4140,3
2021-11-12,155,4630,0
2021-11-13,170,3974,3
2021-11-14,70,1492,1
2021-11-15,63,1612,0
2021-11-16,50,2833,3
2021-11-17,82,4272,0
2021-11-18,162,2575,2
2021-11-19,156,4438,1
2021-11-20,180,3137,3
2021-11-21,189,3882,1
2021-11-22,99,1270,3
2021-11-23,114,1605,1
2021-11-24,111,1378,0
2021-11-25,103,4081,1
2021-11-26,120,3545,2
2021-11-27,79,1727,1
2021-11-28,176,2302,1
2021-11-29,76,1146,0
2021-11-30,191,2330,2
2021-12-01,64,3973,1
2021-12-02,73,2044,0
2021-12-03,196,3088,3
2021-12-04,51,4256,1
2021-12-05,82,1587,3
2021-12-06,51,1032,1
2021-12-07,53,4248,0
2021-12-08,50,1974,0
2021-12-09,89,3869,1
2021-12-10,197,1241,0
2021-12-11,131,4573,1
2021-12-12,199,4588,0
2021-12-13,104,2534,3
2021-12-14,180,4167,2
2021-12-15,105,2791,0
2021-12-16,158,1145,1
2021-12-17,184,1191,2
2021-12-18,75,3358,3
2021-12-19,101,2573,1
2021-12-20,155,4107,3
2021-12-21,56,3283,1
2021-12-22,192,1189,0
2021-12-23,154,2941,1
2021-12-24,134,4819,2
2021-12-25,98,3686,2
2021-12-26,158,4170,2
2021-12-27,172,2768,3
2021-12-28,179,2784,1
2021-12-29,81,3782,3
2021-12-30,168,3401,2
2021-12-31,51,4711,1
2022-01-01,94,2301,0
2022-01-02,81,3735,1
2022-01-03,142,1082,0
2022-01-04,121,1147,0
2022-01-05,105,2085,3
2022-01-06,66,4997,3
2022-01-07,195,2150,1
2022-01-08,140,1467,1
2022-01-09,78,1738,3
2022-01-10,131,4036,2
2022-01-11,172,3377,3
2022-01-12,166,4104,3
2022-01-13,112,3728,3
2022-01-14,98,3868,3
2022-01-15,140,4293,2
2022-01-16,188,4019,0
2022-01-17,133,1452,1
2022-01-18,108,4726,3
2022-01-19,90,1286,2
2022-01-20,116,2210,3
2022-01-21,176,3764,0
2022-01-22,198,4230,2
2022-01-23,154,2859,3
2022-01-24,91,4093,0
2022-01-25,107,4421,0
2022-01-26,136,3111,0
2022-01-27,95,1009,2
2022-01-28,73,1151,1
2022-01-29,67,4365,3
2022-01-30,142,1253,3
2022-01-31,196,4569,1
2022-02-01,84,3893,1
2022-02-02,99,1101,3
2022-02-03,123,4995,3
2022-02-04,83,1850,3
2022-02-05,57,1536,1
2022-02-06,98,2627,3
2022-02-07,121,2934,0
2022-02-08,170,1275,3
2022-02-09,105,2322,1
2022-02-10,79,3022,0
2022-02-11,114,4836,0
2022-02-12,73,2051,1
2022-02-13,142,3829,2
2022-02-14,103,1393,1
2022-02-15,73,2055,3
2022-02-16,186,4485,2
2022-02-17,167,1870,2
2022-02-18,72,2270,3
2022-02-19,187,4694,1
2022-02-20,177,3512,0
2022-02-21,168,4439,1
2022-02-22,188,1624,3
2022-02-23,139,2748,0
2022-02-24,70,1386,1
2022-02-25,117,3234,2
2022-02-26,180,4422,1
2022-02-27,134,2361,1
2022-02-28,81,1585,3
2022-03-01,97,3285,3
2022-03-02,95,3975,3
2022-03-03,101,3077,2
2022-03-04,113,1650,2
2022-03-05,195,2581,0
2022-03-06,191,3451,2
2022-03-07,194,4119,1
2022-03-08,104,2000,2
2022-03-09,173,4848,1
2022-03-10,152,3145,2
2022-03-11,185,2830,2
2022-03-12,135,1820,3
2022-03-13,156,4749,0
2022-03-14,170,1758,0
2022-03-15,110,2156,2
2022-03-16,58,2758,0
2022-03-17,170,3509,1
2022-03-18,77,3576,3
2022-03-19,116,2679,3
2022-03-20,106,3153,3
2022-03-21,179,2847,2
2022-03-22,132,4694,1
2022-03-23,68,4160,0
2022-03-24,102,4650,2
2022-03-25,111,2105,3
2022-03-26,81,2240,0
2022-03-27,129,2295,0
2022-03-28,140,4123,2
2022-03-29,78,4425,1
2022-03-30,118,4842,3
2022-03-31,54,4316,2
2022-04-01,55,4430,2
2022-04-02,77,2005,3
2022-04-03,65,2862,2
2022-04-04,77,1103,3
2022-04-05,107,2439,0
2022-04-06,130,2838,3
2022-04-07,58,1332,2
2022-04-08,114,3570,0
2022-04-09,118,2930,0
2022-04-10,129,2404,2
2022-04-11,65,2725,1
2022-04-12,107,1106,1
2022-04-13,75,4960,2
2022-04-14,103,2669,1
2022-04-15,181,1895,3
2022-04-16,144,1441,2
2022-04-17,146,2062,0
2022-04-18,179,2297,2
2022-04-19,162,4545,1
2022-04-20,71,1997,1
2022-04-21,115,2546,0
2022-04-22,191,1244,0
2022-04-23,118,2775,1
2022-04-24,56,4087,0
2022-04-25,193,1989,3
2022-04-26,54,3115,0
2022-04-27,166,3281,2
2022-04-28,75,3937,1
2022-04-29,70,2378,0
2022-04-30,113,3914,1
2022-05-01,162,4272,2
2022-05-02,171,2283,0
2022-05-03,123,4401,2
2022-05-04,188,3544,1
2022-05-05,87,4453,1
2022-05-06,76,1864,2
2022-05-07,96,3937,2
2022-05-08,195,4581,2
2022-05-09,191,3184,2
2022-05-10,109,1324,2
2022-05-11,55,2165,1
2022-05-12,173,4720,1
2022-05-13,140,4984,0
2022-05-14,89,1162,0
2022-05-15,159,2600,1
2022-05-16,147,1049,1
2022-05-17,66,4878,0
2022-05-18,100,4985,1
2022-05-19,114,4522,0
2022-05-20,175,1515,1
2022-05-21,84,2716,2
2022-05-22,150,4675,1
2022-05-23,104,2065,2
2022-05-24,139,1313,2
2022-05-25,176,1756,0
2022-05-26,61,4276,0
2022-05-27,91,1355,2
2022-05-28,188,1304,3
2022-05-29,96,4456,1
2022-05-30,96,4359,1
2022-05-31,126,4227,2
2022-06-01,103,2822,3
2022-06-02,142,2915,0
2022-06-03,85,3797,1
2022-06-04,182,3058,2
2022-06-05,78,4266,1
2022-06-06,88,3576,0
2022-06-07,138,3940,2
2022-06-08,65,3221,0
2022-06-09,106,1343,0
2022-06-10,100,3199,3
2022-06-11,158,3249,1
2022-06-12,78,2402,1
2022-06-13,120,1878,3
2022-06-14,74,2816,3
2022-06-15,149,3749,0
2022-06-16,174,1720,1
2022-06-17,61,4226,2
2022-06-18,152,1043,3
2022-06-19,88,4154,1
2022-06-20,54,4942,3
2022-06-21,157,1985,0
2022-06-22,140,4161,2
2022-06-23,103,2896,0
2022-06-24,143,2059,0
2022-06-25,113,1299,1
2022-06-26,94,3801,1
2022-06-27,171,3051,1
2022-06-28,91,2986,0
2022-06-29,132,2752,0
2022-06-30,70,1923,2
2022-07-01,117,1547,3
2022-07-02,176,3249,2
2022-07-03,155,2603,3
2022-07-04,144,3616,3
2022-07-05,57,3628,3
2022-07-06,62,1132,3
2022-07-07,175,3904,3
2022-07-08,184,3690,3
2022-07-09,163,3157,1
2022-07-10,110,3515,0
